bl1,bl2,bs1,bs2,dir1,dir2,condist
L12,L38,145,1268,2,2,126
L12,L4,66,18,1,1,141
L12,L4,32,2,1,1,6
L12,L4,66,66,1,2,0
L12,L4,32,32,1,2,0
L12,L4,2,2,2,1,0
L12,L4,18,18,2,1,0
L12,L4,2,32,2,2,6
L12,L4,18,66,2,2,141
L12,L43,66,18,1,1,141
L12,L43,66,18,1,1,141
L12,L43,66,18,1,2,141
L12,L43,66,18,1,2,141
L12,L43,18,18,2,1,0
L12,L43,18,18,2,2,0
L12,L44,13,22,1,1,36
L12,L44,17,1508,1,1,21
L12,L44,13,13,1,2,0
L12,L44,14,14,1,2,0
L12,L44,17,17,1,2,0
L12,L44,17,17,1,2,0
L12,L44,19,19,2,1,0
L12,L44,22,22,2,1,0
L12,L44,18,17,2,2,229
L12,L44,22,13,2,2,36
L12,L44,22,13,2,2,36
L12,L441,13,1576,1,1,19
L12,L441,17,1508,1,1,21
L12,L441,14,1629,1,2,0
L12,L441,17,17,1,2,0
L12,L441,19,19,2,1,0
L12,L441,21,1575,2,1,0
L12,L441,19,1630,2,2,181
L12,L441,22,1628,2,2,30
L12,L5,66,18,1,1,141
L12,L5,32,2,1,1,6
L12,L5,66,66,1,2,0
L12,L5,32,32,1,2,0
L12,L5,2,2,2,1,0
L12,L5,18,18,2,1,0
L12,L5,2,32,2,2,6
L12,L5,18,66,2,2,141
L12,L6,66,18,1,1,141
L12,L6,32,2,1,1,6
L12,L6,66,66,1,2,0
L12,L6,32,32,1,2,0
L12,L6,2,2,2,1,0
L12,L6,18,18,2,1,0
L12,L6,2,32,2,2,6
L12,L6,18,66,2,2,141
L12,L66,66,18,1,1,141
L12,L66,32,2,1,1,6
L12,L66,66,66,1,2,0
L12,L66,32,32,1,2,0
L12,L66,2,2,2,1,0
L12,L66,18,18,2,1,0
L12,L66,2,32,2,2,6
L12,L66,18,66,2,2,141
L12,L7,105,171,1,1,195
L12,L7,111,144,1,1,12
L12,L7,105,172,1,2,190
L12,L7,111,111,1,2,0
L12,L7,144,144,2,1,0
L12,L7,151,171,2,1,144
L12,L7,144,111,2,2,12
L12,L7,151,172,2,2,121
L12,L9,66,18,1,1,141
L12,L9,66,18,1,1,141
L12,L9,66,180,1,2,203
L12,L9,17,180,1,2,197
L12,L9,18,18,2,1,0
L12,L9,18,180,2,2,174
L13,L14,60,39,1,1,19
L13,L14,18,18,1,1,0
L13,L14,60,60,1,2,0
L13,L14,65,65,1,2,0
L13,L14,34,34,2,1,0
L13,L14,39,39,2,1,0
L13,L14,34,65,2,2,102
L13,L14,39,60,2,2,19
L13,L15,18,18,1,1,0
L13,L15,22,22,1,1,0
L13,L15,18,66,1,2,141
L13,L15,22,13,1,2,36
L13,L15,13,22,2,1,36
L13,L15,180,18,2,1,174
L13,L15,13,13,2,2,0
L13,L15,17,17,2,2,0
L13,L16,18,18,1,1,0
L13,L16,18,18,1,1,0
L13,L16,18,66,1,2,141
L13,L16,180,18,2,1,174
L13,L16,180,18,2,1,174
L13,L16,180,66,2,2,203
L13,L16,180,66,2,2,203
L13,L17,18,18,1,1,0
L13,L17,18,66,1,2,141
L13,L17,180,18,2,1,174
L13,L17,180,18,2,1,174
L13,L17,180,66,2,2,203
L13,L17,180,66,2,2,203
L13,L18,64,310,1,1,234
L13,L18,18,18,1,1,0
L13,L18,163,163,1,1,0
L13,L18,64,35,1,2,83
L13,L18,65,34,1,2,102
L13,L18,165,176,1,2,0
L13,L18,103,153,2,1,65
L13,L18,177,164,2,1,69
L13,L18,34,65,2,1,102
L13,L18,35,310,2,1,201
L13,L18,103,103,2,2,0
L13,L18,177,177,2,2,0
L13,L18,180,180,2,2,0
L13,L18,35,323,2,2,223
L13,L21,54,55,1,1,203
L13,L21,57,57,1,1,0
L13,L21,54,44,1,2,235
L13,L21,57,42,1,2,0
L13,L21,42,57,2,1,0
L13,L21,43,56,2,1,0
L13,L21,42,42,2,2,0
L13,L21,45,44,2,2,368
L13,L22,158,411,1,1,244
L13,L22,158,411,1,1,244
L13,L22,58,406,1,1,122
L13,L22,65,34,1,1,102
L13,L22,158,459,1,2,246
L13,L22,158,459,1,2,246
L13,L22,59,59,1,2,0
L13,L22,65,65,1,2,0
L13,L22,180,180,2,1,0
L13,L22,41,406,2,1,122
L13,L22,183,411,2,1,244
L13,L22,183,411,2,1,244
L13,L22,180,180,2,2,0
L13,L22,40,59,2,2,97
L13,L22,183,459,2,2,246
L13,L22,183,459,2,2,246
L13,L23,18,180,1,1,174
L13,L23,18,180,1,1,174
L13,L23,18,180,1,2,174
L13,L23,180,180,2,1,0
L13,L23,180,180,2,1,0
L13,L23,180,180,2,2,0
L13,L23,180,180,2,2,0
L13,L26,18,619,1,1,200
L13,L26,18,619,1,2,200
L13,L26,17,619,2,1,68
L13,L26,17,619,2,1,68
L13,L26,17,619,2,2,68
L13,L26,17,619,2,2,68
L13,L261,18,619,1,1,200
L13,L261,18,619,1,2,200
L13,L261,17,619,2,1,68
L13,L261,17,619,2,1,68
L13,L261,17,619,2,2,68
L13,L261,17,619,2,2,68
L13,L262,18,619,1,1,200
L13,L262,18,619,1,2,200
L13,L262,17,619,2,1,68
L13,L262,17,619,2,1,68
L13,L262,17,619,2,2,68
L13,L262,17,619,2,2,68
L13,L27,154,187,1,1,32
L13,L27,158,411,1,1,244
L13,L27,58,406,1,1,122
L13,L27,65,34,1,1,102
L13,L27,154,768,1,2,0
L13,L27,158,459,1,2,246
L13,L27,59,59,1,2,0
L13,L27,65,65,1,2,0
L13,L27,180,180,2,1,0
L13,L27,41,406,2,1,122
L13,L27,183,411,2,1,244
L13,L27,187,187,2,1,0
L13,L27,180,180,2,2,0
L13,L27,40,59,2,2,97
L13,L27,183,459,2,2,246
L13,L27,187,768,2,2,32
L13,L28,18,771,1,1,69
L13,L28,18,771,1,2,69
L13,L28,17,771,2,1,167
L13,L28,17,771,2,1,167
L13,L28,17,771,2,2,167
L13,L28,17,771,2,2,167
L13,L3,18,18,1,1,0
L13,L3,18,18,1,1,0
L13,L3,18,66,1,2,141
L13,L3,180,18,2,1,174
L13,L3,180,18,2,1,174
L13,L3,180,66,2,2,203
L13,L3,180,66,2,2,203
L13,L30,62,37,1,1,16
L13,L30,63,991,1,1,258
L13,L30,62,62,1,2,0
L13,L30,63,991,1,2,258
L13,L30,36,991,2,1,260
L13,L30,37,37,2,1,0
L13,L30,36,991,2,2,260
L13,L30,37,62,2,2,16
L13,L36,18,619,1,1,200
L13,L36,162,178,1,1,15
L13,L36,162,178,1,1,15
L13,L36,167,167,1,1,0
L13,L36,144,144,1,1,0
L13,L36,18,619,1,2,200
L13,L36,162,162,1,2,0
L13,L36,162,162,1,2,0
L13,L36,166,175,1,2,34
L13,L36,144,111,1,2,12
L13,L36,111,144,2,1,12
L13,L36,174,168,2,1,34
L13,L36,178,178,2,1,0
L13,L36,178,178,2,1,0
L13,L36,17,619,2,1,68
L13,L36,17,619,2,1,68
L13,L36,111,111,2,2,0
L13,L36,175,175,2,2,0
L13,L36,178,162,2,2,15
L13,L36,178,162,2,2,15
L13,L36,180,619,2,2,224
L13,L36,17,619,2,2,68
L13,L38,18,18,1,1,0
L13,L38,22,22,1,1,0
L13,L38,145,1160,1,1,143
L13,L38,145,1160,1,1,143
L13,L38,18,18,1,2,0
L13,L38,22,13,1,2,36
L13,L38,145,1268,1,2,126
L13,L38,145,1268,1,2,126
L13,L38,110,1160,2,1,91
L13,L38,110,1160,2,1,91
L13,L38,13,22,2,1,36
L13,L38,180,18,2,1,174
L13,L38,110,1268,2,2,100
L13,L38,110,1268,2,2,100
L13,L38,13,13,2,2,0
L13,L38,17,17,2,2,0
L13,L4,18,18,1,1,0
L13,L4,18,66,1,2,141
L13,L4,180,18,2,1,174
L13,L4,180,18,2,1,174
L13,L4,180,66,2,2,203
L13,L4,180,66,2,2,203
L13,L43,158,411,1,1,244
L13,L43,158,411,1,1,244
L13,L43,58,406,1,1,122
L13,L43,18,18,1,1,0
L13,L43,158,459,1,2,246
L13,L43,158,459,1,2,246
L13,L43,59,59,1,2,0
L13,L43,18,18,1,2,0
L13,L43,34,34,2,1,0
L13,L43,41,406,2,1,122
L13,L43,183,411,2,1,244
L13,L43,183,411,2,1,244
L13,L43,34,65,2,2,102
L13,L43,40,59,2,2,97
L13,L43,183,459,2,2,246
L13,L43,183,459,2,2,246
L13,L44,19,19,1,1,0
L13,L44,22,22,1,1,0
L13,L44,18,17,1,2,229
L13,L44,22,13,1,2,36
L13,L44,22,13,1,2,36
L13,L44,13,22,2,1,36
L13,L44,17,1508,2,1,21
L13,L44,13,13,2,2,0
L13,L44,14,14,2,2,0
L13,L44,17,17,2,2,0
L13,L44,17,17,2,2,0
L13,L441,19,19,1,1,0
L13,L441,21,1575,1,1,0
L13,L441,19,1630,1,2,181
L13,L441,22,1628,1,2,30
L13,L441,13,1576,2,1,19
L13,L441,17,1508,2,1,21
L13,L441,14,1629,2,2,0
L13,L441,17,17,2,2,0
L13,L5,154,187,1,1,32
L13,L5,158,411,1,1,244
L13,L5,58,406,1,1,122
L13,L5,18,18,1,1,0
L13,L5,154,768,1,2,0
L13,L5,158,459,1,2,246
L13,L5,59,59,1,2,0
L13,L5,65,65,1,2,0
L13,L5,34,34,2,1,0
L13,L5,41,406,2,1,122
L13,L5,183,411,2,1,244
L13,L5,187,187,2,1,0
L13,L5,34,65,2,2,102
L13,L5,40,59,2,2,97
L13,L5,183,459,2,2,246
L13,L5,187,768,2,2,32
L13,L6,51,48,1,1,11
L13,L6,52,188,1,1,9
L13,L6,18,18,1,1,0
L13,L6,18,18,1,1,0
L13,L6,50,50,1,2,0
L13,L6,52,52,1,2,0
L13,L6,18,66,1,2,141
L13,L6,180,18,2,1,174
L13,L6,180,18,2,1,174
L13,L6,44,1649,2,1,385
L13,L6,188,188,2,1,0
L13,L6,180,66,2,2,203
L13,L6,180,66,2,2,203
L13,L6,44,1654,2,2,385
L13,L6,188,52,2,2,9
L13,L66,59,40,1,1,97
L13,L66,18,18,1,1,0
L13,L66,59,59,1,2,0
L13,L66,65,65,1,2,0
L13,L66,34,34,2,1,0
L13,L66,40,40,2,1,0
L13,L66,34,65,2,2,102
L13,L66,40,59,2,2,97
L13,L7,163,163,1,1,0
L13,L7,171,171,1,1,0
L13,L7,165,176,1,2,0
L13,L7,171,172,1,2,32
L13,L7,172,171,2,1,32
L13,L7,177,164,2,1,69
L13,L7,172,172,2,2,0
L13,L7,177,177,2,2,0
L13,L9,50,50,1,1,0
L13,L9,52,52,1,1,0
L13,L9,58,58,1,1,0
L13,L9,18,18,1,1,0
L13,L9,51,48,1,2,11
L13,L9,52,188,1,2,9
L13,L9,58,41,1,2,0
L13,L9,65,34,1,2,102
L13,L9,34,65,2,1,102
L13,L9,41,58,2,1,0
L13,L9,44,1654,2,1,385
L13,L9,188,52,2,1,9
L13,L9,180,180,2,2,0
L13,L9,41,41,2,2,0
L13,L9,44,1649,2,2,385
L13,L9,188,188,2,2,0
L14,L15,3,3,1,1,0
L14,L15,18,18,1,1,0
L14,L15,1,215,1,2,45
L14,L15,18,66,1,2,141
L14,L15,66,18,2,1,141
L14,L15,66,66,2,2,0
L14,L16,1,1,1,1,0
L14,L16,18,18,1,1,0
L14,L16,1,1,1,2,0
L14,L16,18,66,1,2,141
L14,L16,66,18,2,1,141
L14,L16,66,66,2,2,0
L14,L17,3,3,1,1,0
L14,L17,18,18,1,1,0
L14,L17,3,31,1,2,148
L14,L17,18,66,1,2,141
L14,L17,66,18,2,1,141
L14,L17,66,66,2,2,0
L14,L18,18,18,1,1,0
L14,L18,35,310,1,1,201
L14,L18,34,34,1,2,0
L14,L18,35,323,1,2,223
L14,L18,64,310,2,1,234
L14,L18,65,65,2,1,0
L14,L18,64,35,2,2,83
L14,L18,65,34,2,2,102
L14,L2,1,1,1,1,0
L14,L2,1,1,1,1,0
L14,L2,1,1,1,2,0
L14,L2,1,362,1,2,364
L14,L2,1,1,2,1,0
L14,L2,32,32,2,2,0
L14,L21,195,394,1,1,54
L14,L21,198,393,1,1,299
L14,L21,204,393,1,1,299
L14,L21,194,402,1,2,123
L14,L21,194,402,1,2,123
L14,L21,204,403,1,2,299
L14,L21,198,403,1,2,299
L14,L21,204,403,1,2,299
L14,L21,209,395,2,1,68
L14,L21,209,395,2,1,68
L14,L21,209,402,2,2,110
L14,L21,209,402,2,2,110
L14,L22,34,34,1,1,0
L14,L22,39,39,1,1,0
L14,L22,34,65,1,2,102
L14,L22,39,60,1,2,19
L14,L22,60,39,2,1,19
L14,L22,65,34,2,1,102
L14,L22,60,60,2,2,0
L14,L22,65,65,2,2,0
L14,L23,18,180,1,1,174
L14,L23,18,180,1,1,174
L14,L23,18,180,1,2,174
L14,L23,18,180,1,2,174
L14,L23,66,180,2,1,203
L14,L23,66,180,2,1,203
L14,L23,66,180,2,2,203
L14,L24,1,506,1,1,340
L14,L24,1,506,1,2,340
L14,L24,1,506,2,1,340
L14,L24,1,506,2,2,340
L14,L25,1,506,1,1,340
L14,L25,1,506,1,2,340
L14,L25,1,506,2,1,340
L14,L25,1,506,2,2,340
L14,L26,18,619,1,1,200
L14,L26,18,619,1,2,200
L14,L26,66,619,2,1,333
L14,L26,66,619,2,2,333
L14,L261,18,619,1,1,200
L14,L261,18,619,1,2,200
L14,L261,66,619,2,1,333
L14,L261,66,619,2,2,333
L14,L262,18,619,1,1,200
L14,L262,18,619,1,2,200
L14,L262,66,619,2,1,333
L14,L262,66,619,2,2,333
L14,L27,34,34,1,1,0
L14,L27,39,39,1,1,0
L14,L27,34,65,1,2,102
L14,L27,39,60,1,2,19
L14,L27,60,39,2,1,19
L14,L27,65,34,2,1,102
L14,L27,60,60,2,2,0
L14,L27,65,65,2,2,0
L14,L28,18,771,1,1,69
L14,L28,18,771,1,2,69
L14,L28,66,771,2,1,207
L14,L28,66,771,2,2,207
L14,L3,1,1,1,1,0
L14,L3,18,18,1,1,0
L14,L3,1,1,1,2,0
L14,L3,18,66,1,2,141
L14,L3,66,18,2,1,141
L14,L3,66,66,2,2,0
L14,L30,36,991,1,1,260
L14,L30,37,37,1,1,0
L14,L30,36,991,1,2,260
L14,L30,37,62,1,2,16
L14,L30,62,37,2,1,16
L14,L30,63,991,2,1,258
L14,L30,62,62,2,2,0
L14,L30,63,991,2,2,258
L14,L33,1,506,1,1,340
L14,L33,1,506,1,2,340
L14,L33,1,506,2,1,340
L14,L33,1,506,2,2,340
L14,L35,1,506,1,1,340
L14,L35,1,506,1,2,340
L14,L35,1,506,2,1,340
L14,L35,1,506,2,2,340
L14,L36,18,619,1,1,200
L14,L36,18,619,1,2,200
L14,L36,66,619,2,1,333
L14,L36,66,619,2,2,333
L14,L38,18,18,1,1,0
L14,L38,18,18,1,2,0
L14,L38,66,18,2,1,141
L14,L38,66,18,2,2,141
L14,L4,1,1,1,1,0
L14,L4,18,18,1,1,0
L14,L4,1,1,1,2,0
L14,L4,18,66,1,2,141
L14,L4,66,18,2,1,141
L14,L4,66,66,2,2,0
L14,L43,18,18,1,1,0
L14,L43,39,39,1,1,0
L14,L43,18,18,1,2,0
L14,L43,39,60,1,2,19
L14,L43,60,39,2,1,19
L14,L43,65,34,2,1,102
L14,L43,60,60,2,2,0
L14,L43,65,65,2,2,0
L14,L44,18,1508,1,1,250
L14,L44,18,17,1,2,229
L14,L44,66,1508,2,1,367
L14,L44,66,17,2,2,345
L14,L441,18,1508,1,1,250
L14,L441,18,17,1,2,229
L14,L441,66,1508,2,1,367
L14,L441,66,17,2,2,345
L14,L45,1,506,1,1,340
L14,L45,1,506,1,2,340
L14,L45,1,506,2,1,340
L14,L45,1,506,2,2,340
L14,L5,1,1,1,1,0
L14,L5,39,39,1,1,0
L14,L5,1,1,1,2,0
L14,L5,39,60,1,2,19
L14,L5,60,39,2,1,19
L14,L5,60,60,2,2,0
L14,L6,3,3,1,1,0
L14,L6,18,18,1,1,0
L14,L6,3,31,1,2,148
L14,L6,18,66,1,2,141
L14,L6,66,18,2,1,141
L14,L6,66,66,2,2,0
L14,L66,1,1,1,1,0
L14,L66,194,194,1,1,0
L14,L66,1,1,1,2,0
L14,L66,194,209,1,2,14
L14,L66,209,194,2,1,14
L14,L66,211,211,2,2,0
L14,L9,18,18,1,1,0
L14,L9,39,60,1,1,19
L14,L9,34,34,1,2,0
L14,L9,39,39,1,2,0
L14,L9,60,60,2,1,0
L14,L9,65,65,2,1,0
L14,L9,60,39,2,2,19
L14,L9,65,34,2,2,102
L14,251,1,506,1,1,340
L14,251,1,506,1,2,340
L14,251,1,506,2,1,340
L14,251,1,506,2,2,340
L15,L16,215,1,1,1,45
L15,L16,18,18,1,1,0
L15,L16,215,1,1,2,45
L15,L16,18,66,1,2,141
L15,L16,66,18,2,1,141
L15,L16,66,66,2,2,0
L15,L17,3,3,1,1,0
L15,L17,18,18,1,1,0
L15,L17,3,31,1,2,148
L15,L17,18,66,1,2,141
L15,L17,66,18,2,1,141
L15,L17,66,66,2,2,0
L15,L18,18,18,1,1,0
L15,L18,18,180,1,2,174
L15,L18,66,18,2,1,141
L15,L18,66,18,2,1,141
L15,L18,66,180,2,2,203
L15,L18,17,180,2,2,197
L15,L18,17,180,2,2,197
L15,L2,215,1,1,1,45
L15,L2,215,1,1,1,45
L15,L2,215,1,1,2,45
L15,L2,3,361,1,2,372
L15,L2,215,1,2,1,45
L15,L2,32,32,2,2,0
L15,L22,18,180,1,1,174
L15,L22,18,180,1,2,174
L15,L22,17,180,2,1,197
L15,L22,17,180,2,1,197
L15,L22,17,180,2,2,197
L15,L22,17,180,2,2,197
L15,L23,18,180,1,1,174
L15,L23,18,180,1,2,174
L15,L23,17,180,2,1,197
L15,L23,17,180,2,1,197
L15,L23,17,180,2,2,197
L15,L23,17,180,2,2,197
L15,L24,215,506,1,1,323
L15,L24,215,506,1,2,323
L15,L24,215,506,2,1,323
L15,L24,215,506,2,2,323
L15,L25,215,506,1,1,323
L15,L25,215,506,1,2,323
L15,L25,215,506,2,1,323
L15,L25,215,506,2,2,323
L15,L26,18,619,1,1,200
L15,L26,18,619,1,2,200
L15,L26,17,619,2,1,68
L15,L26,17,619,2,1,68
L15,L26,17,619,2,2,68
L15,L26,17,619,2,2,68
L15,L261,18,619,1,1,200
L15,L261,18,619,1,2,200
L15,L261,17,619,2,1,68
L15,L261,17,619,2,1,68
L15,L261,17,619,2,2,68
L15,L261,17,619,2,2,68
L15,L262,18,619,1,1,200
L15,L262,18,619,1,2,200
L15,L262,17,619,2,1,68
L15,L262,17,619,2,1,68
L15,L262,17,619,2,2,68
L15,L262,17,619,2,2,68
L15,L27,18,180,1,1,174
L15,L27,18,180,1,2,174
L15,L27,17,180,2,1,197
L15,L27,17,180,2,1,197
L15,L27,17,180,2,2,197
L15,L27,17,180,2,2,197
L15,L28,18,771,1,1,69
L15,L28,18,771,1,2,69
L15,L28,17,771,2,1,167
L15,L28,17,771,2,1,167
L15,L28,17,771,2,2,167
L15,L28,17,771,2,2,167
L15,L3,215,1,1,1,45
L15,L3,18,18,1,1,0
L15,L3,215,1,1,2,45
L15,L3,18,66,1,2,141
L15,L3,66,18,2,1,141
L15,L3,66,66,2,2,0
L15,L33,215,506,1,1,323
L15,L33,215,506,1,2,323
L15,L33,215,506,2,1,323
L15,L33,215,506,2,2,323
L15,L35,215,506,1,1,323
L15,L35,215,506,1,2,323
L15,L35,215,506,2,1,323
L15,L35,215,506,2,2,323
L15,L36,18,619,1,1,200
L15,L36,18,619,1,2,200
L15,L36,17,619,2,1,68
L15,L36,17,619,2,1,68
L15,L36,17,322,2,2,309
L15,L36,17,619,2,2,68
L15,L36,17,619,2,2,68
L15,L38,18,18,1,1,0
L15,L38,216,1181,1,1,173
L15,L38,18,18,1,2,0
L15,L38,20,15,1,2,49
L15,L38,221,1181,2,1,173
L15,L38,66,18,2,1,141
L15,L38,16,16,2,2,0
L15,L38,17,17,2,2,0
L15,L4,215,1,1,1,45
L15,L4,18,18,1,1,0
L15,L4,215,1,1,2,45
L15,L4,18,66,1,2,141
L15,L4,66,18,2,1,141
L15,L4,66,66,2,2,0
L15,L4,66,66,2,2,0
L15,L43,18,18,1,1,0
L15,L43,18,18,1,2,0
L15,L43,66,18,2,1,141
L15,L43,66,18,2,1,141
L15,L43,66,18,2,2,141
L15,L43,66,18,2,2,141
L15,L44,18,1508,1,1,250
L15,L44,216,216,1,1,0
L15,L44,218,218,1,1,0
L15,L44,18,17,1,2,229
L15,L44,22,13,1,2,36
L15,L44,216,221,1,2,0
L15,L44,218,219,1,2,69
L15,L44,219,218,2,1,69
L15,L44,221,216,2,1,0
L15,L44,17,1508,2,1,21
L15,L44,219,219,2,2,0
L15,L44,221,221,2,2,0
L15,L44,14,14,2,2,0
L15,L44,17,17,2,2,0
L15,L441,18,1508,1,1,250
L15,L441,216,1578,1,1,0
L15,L441,218,1579,1,1,0
L15,L441,18,17,1,2,229
L15,L441,216,1626,1,2,6
L15,L441,218,1625,1,2,71
L15,L441,219,1579,2,1,69
L15,L441,221,1578,2,1,0
L15,L441,17,1508,2,1,21
L15,L441,219,1625,2,2,140
L15,L441,221,1626,2,2,6
L15,L441,17,17,2,2,0
L15,L45,215,506,1,1,323
L15,L45,215,506,1,2,323
L15,L45,215,506,2,1,323
L15,L45,215,506,2,2,323
L15,L5,215,1,1,1,45
L15,L5,18,18,1,1,0
L15,L5,215,1,1,2,45
L15,L5,18,66,1,2,141
L15,L5,66,18,2,1,141
L15,L5,66,66,2,2,0
L15,L6,3,3,1,1,0
L15,L6,18,18,1,1,0
L15,L6,3,31,1,2,148
L15,L6,18,66,1,2,141
L15,L6,66,18,2,1,141
L15,L6,66,66,2,2,0
L15,L66,215,1,1,1,45
L15,L66,18,18,1,1,0
L15,L66,215,1,1,2,45
L15,L66,18,66,1,2,141
L15,L66,66,18,2,1,141
L15,L66,66,66,2,2,0
L15,L9,18,18,1,1,0
L15,L9,18,180,1,2,174
L15,L9,66,18,2,1,141
L15,L9,66,18,2,1,141
L15,L9,66,180,2,2,203
L15,L9,17,180,2,2,197
L15,L9,17,180,2,2,197
L15,251,215,506,1,1,323
L15,251,215,506,1,2,323
L15,251,215,506,2,1,323
L15,251,215,506,2,2,323
L16,L17,2,2,1,1,0
L16,L17,18,18,1,1,0
L16,L17,2,32,1,2,6
L16,L17,18,66,1,2,141
L16,L17,66,18,2,1,141
L16,L17,66,66,2,2,0
L16,L18,18,18,1,1,0
L16,L18,18,18,1,1,0
L16,L18,18,180,1,2,174
L16,L18,18,180,1,2,174
L16,L18,66,18,2,1,141
L16,L18,66,180,2,2,203
L16,L18,66,180,2,2,203
L16,L2,1,1,1,1,0
L16,L2,1,1,1,1,0
L16,L2,1,1,1,2,0
L16,L2,2,362,1,2,187
L16,L2,1,1,2,1,0
L16,L2,32,32,2,2,0
L16,L22,18,180,1,1,174
L16,L22,18,180,1,1,174
L16,L22,18,180,1,2,174
L16,L22,18,180,1,2,174
L16,L22,66,180,2,1,203
L16,L22,66,180,2,1,203
L16,L22,66,180,2,2,203
L16,L23,5,5,1,1,0
L16,L23,227,227,1,1,0
L16,L23,5,29,1,2,100
L16,L23,227,254,1,2,59
